message_id,text,intent_label,sentiment,urgency_level,classification_confidence,channel,language,word_count,response_time_hours,is_resolved,csat_score,processed_text,sentiment_scores,sentiment_compound,sentiment_label
MSG-1099,The SmartLock V2 app crashes every time I open CloudSync.,technical_issue,negative,critical,0.868,phone,es,10,12.5,False,,the smartlock v2 app crash every time I open cloudsync,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1100,I've been waiting 17 days for my DroneFlyer Mini and it still hasn't arrived.,complaint,negative,medium,0.89,in_app,en,14,36.1,False,,I ve be wait 17 day for my droneflyer mini and it still have not arrive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1101,Delete my account and all associated MusicStream data.,request,neutral,high,0.969,email,de,8,70.2,True,4.0,delete my account and all associate musicstream datum,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1102,Apply the promo code SAVE45 to my VR Headset Plus order.,request,neutral,medium,0.751,email,fr,11,44.1,True,4.0,apply the promo code save45 to my vr headset plus order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1103,What's the return policy for SmartWatch Pro purchased 11 days ago?,inquiry,neutral,low,0.82,social_media,en,11,54.0,True,3.0,what s the return policy for smartwatch pro purchase 11 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1104,Your SecureNet VPN has been down for 34 hours and I can't access my account.,complaint,negative,high,0.843,email,ar,15,26.0,False,,your securenet vpn have be down for 34 hour and I can not access my account,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1105,Can't connect my PowerBank Titan to WiFi after the latest firmware update.,technical_issue,negative,critical,0.92,email,en,12,0.3,True,2.0,can not connect my powerbank titan to wifi after the late firmware update,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1106,I ordered a PowerBank Titan in Ocean Blue but received it in the wrong color.,complaint,negative,high,0.807,phone,en,15,30.0,True,2.0,I order a powerbank titan in ocean blue but receive it in the wrong color,"{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.631}",-0.631,Negative
MSG-1107,Terrible customer experience. Waited 44 minutes on hold about my PowerBank Titan.,complaint,negative,high,0.978,in_app,en,12,5.1,False,,terrible customer experience wait 44 minute on hold about my powerbank titan,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
MSG-1108,The Silver PowerBank Titan looks even better in person. Highly recommend.,feedback_positive,positive,low,0.92,in_app,en,11,17.5,True,5.0,the silver powerbank titan look even well in person highly recommend,"{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.6901}",0.6901,Positive
MSG-1109,Bluetooth pairing fails between Smart Thermostat and my other devices.,technical_issue,negative,high,0.783,phone,en,10,25.0,True,2.0,bluetooth pair fail between smart thermostat and my other device,"{'neg': 0.207, 'neu': 0.593, 'pos': 0.2, 'compound': -0.0258}",-0.0258,Neutral
MSG-1110,The quality of Robot Vacuum X has gone downhill. Very disappointed.,complaint,negative,medium,0.912,email,en,11,6.8,True,3.0,the quality of robot vacuum x have go downhill very disappointed,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5256}",-0.5256,Negative
MSG-1111,I want to upgrade my LaptopAir M3 to the premium version.,request,neutral,high,0.873,email,pt,11,31.4,True,4.0,I want to upgrade my laptopair m3 to the premium version,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}",0.0772,Positive
MSG-1112,The Sunset Orange Robot Vacuum X looks even better in person. Highly recommend.,feedback_positive,positive,low,0.74,social_media,en,13,14.7,True,4.0,the sunset orange robot vacuum x look even well in person highly recommend,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.6901}",0.6901,Positive
MSG-1113,What's the return policy for HomeHub Speaker purchased 21 days ago?,inquiry,neutral,medium,0.803,live_chat,ar,11,19.2,True,3.0,what s the return policy for homehub speaker purchase 21 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1114,Do you offer a student discount on Robot Vacuum X?,inquiry,neutral,low,0.827,live_chat,es,10,3.6,True,4.0,do you offer a student discount on robot vacuum x,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1115,Can you tell me if the TabletX 12 is compatible with PhotoCloud?,inquiry,neutral,medium,0.753,email,en,12,4.5,True,4.0,can you tell I if the tabletx 12 be compatible with photocloud,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1116,Can I upgrade my TechCare Plus plan to include PowerBank Titan?,inquiry,neutral,low,0.939,live_chat,ar,11,6.7,True,3.0,can I upgrade my techcare plus plan to include powerbank titan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1117,I ordered a SmartWatch Pro in Coral Red but received it in the wrong color.,complaint,negative,high,0.767,phone,fr,15,15.5,True,2.0,I order a smartwatch pro in coral red but receive it in the wrong color,"{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.631}",-0.631,Negative
MSG-1118,Been a loyal customer for 40 years. Portable Monitor quality never disappoints.,feedback_positive,positive,low,0.831,social_media,ar,12,39.7,True,4.0,be a loyal customer for 40 year portable monitor quality never disappoint,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.6467}",0.6467,Positive
MSG-1119,I've contacted support 13 times about my TabletX 12 issue with no resolution.,complaint,negative,high,0.987,in_app,en,13,56.3,True,3.0,I ve contact support 13 time about my tabletx 12 issue with no resolution,"{'neg': 0.138, 'neu': 0.692, 'pos': 0.17, 'compound': 0.128}",0.128,Positive
MSG-1120,Bluetooth pairing fails between PowerBank Titan and my other devices.,technical_issue,negative,high,0.779,social_media,pt,10,64.5,True,1.0,bluetooth pair fail between powerbank titan and my other device,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
MSG-1121,Transfer my GamePass Pro subscription to a different email address.,request,neutral,medium,0.94,social_media,de,10,66.1,True,4.0,transfer my gamepass pro subscription to a different email address,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1122,The PowerBank Titan overheats when running StreamMax for more than 16 minutes.,technical_issue,negative,critical,0.976,email,es,12,40.6,True,3.0,the powerbank titan overheat when run streammax for more than 16 minute,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1123,My HomeHub Speaker battery drains in 6 hours even in standby mode.,technical_issue,negative,high,0.849,email,de,12,24.0,True,2.0,my homehub speaker battery drain in 6 hour even in standby mode,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1124,The Portable Monitor exceeded my expectations. Great value for $166.00.,feedback_positive,positive,low,0.979,in_app,es,10,27.0,True,5.0,the portable monitor exceed my expectation great value for 16600,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7579}",0.7579,Positive
MSG-1125,The PowerBank Titan app crashes every time I open SmartHome Hub.,technical_issue,negative,high,0.911,social_media,en,11,40.5,True,2.0,the powerbank titan app crash every time I open smarthome hub,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1126,Can't connect my TabletX 12 to WiFi after the latest firmware update.,technical_issue,negative,high,0.769,in_app,en,12,23.0,True,3.0,can not connect my tabletx 12 to wifi after the late firmware update,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1127,I ordered a HomeHub Speaker in Arctic White but received it in the wrong color.,complaint,negative,high,0.841,email,es,15,19.2,True,1.0,I order a homehub speaker in arctic white but receive it in the wrong color,"{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.631}",-0.631,Negative
MSG-1128,The Midnight Black Smart Thermostat looks even better in person. Highly recommend.,feedback_positive,positive,low,0.958,phone,ar,12,25.4,True,5.0,the midnight black smart thermostat look even well in person highly recommend,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.8122}",0.8122,Positive
MSG-1129,I ordered a Smart Thermostat in Rose Gold but received it in the wrong color.,complaint,negative,medium,0.791,email,es,15,7.6,True,2.0,I order a smart thermostat in rose gold but receive it in the wrong color,"{'neg': 0.244, 'neu': 0.647, 'pos': 0.109, 'compound': -0.5106}",-0.5106,Negative
MSG-1130,I need to change the shipping address for my E-Reader Glow order.,request,neutral,medium,0.836,phone,en,12,47.1,False,,I need to change the shipping address for my ereader glow order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1131,Can you tell me if the AirBuds Max is compatible with FitTrack AI?,inquiry,neutral,medium,0.784,social_media,en,13,3.7,False,,can you tell I if the airbuds max be compatible with fittrack ai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1132,Can you tell me if the PowerBank Titan is compatible with CloudSync?,inquiry,neutral,low,0.776,email,en,12,46.0,True,5.0,can you tell I if the powerbank titan be compatible with cloudsync,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1133,I've contacted support 32 times about my Smart Thermostat issue with no resolution.,complaint,negative,high,0.77,in_app,fr,13,63.8,True,2.0,I ve contact support 32 time about my smart thermostat issue with no resolution,"{'neg': 0.125, 'neu': 0.568, 'pos': 0.307, 'compound': 0.4939}",0.4939,Positive
MSG-1134,I'd like to cancel my PhotoCloud subscription effective immediately.,request,neutral,medium,0.743,live_chat,en,9,24.8,False,,I d like to cancel my photocloud subscription effective immediately,"{'neg': 0.147, 'neu': 0.441, 'pos': 0.412, 'compound': 0.5574}",0.5574,Positive
MSG-1135,The Sunset Orange screen on my SmartLock V2 keeps flickering randomly.,technical_issue,negative,critical,0.958,phone,pt,11,34.3,True,3.0,the sunset orange screen on my smartlock v2 keep flicker randomly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1136,My DroneFlyer Mini stopped working after the latest MusicStream update.,complaint,negative,medium,0.982,live_chat,en,10,58.2,True,1.0,my droneflyer mini stop work after the late musicstream update,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negative
MSG-1137,Please refund the $657.00 charged for VR Headset Plus order #87994.,request,neutral,high,0.743,social_media,en,11,40.1,True,4.0,please refund the 65700 charge for vr headset plus order 87994,"{'neg': 0.137, 'neu': 0.687, 'pos': 0.176, 'compound': 0.128}",0.128,Positive
MSG-1138,Bluetooth pairing fails between Portable Monitor and my other devices.,technical_issue,negative,high,0.873,live_chat,en,10,42.0,True,1.0,bluetooth pair fail between portable monitor and my other device,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
MSG-1139,The Smart Thermostat app crashes every time I open SmartHome Hub.,technical_issue,negative,high,0.884,phone,pt,11,2.8,True,3.0,the smart thermostat app crash every time I open smarthome hub,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,Positive
MSG-1140,Is DroneFlyer Mini eligible for the current promotion?,inquiry,neutral,low,0.962,phone,en,8,1.6,True,4.0,be droneflyer mini eligible for the current promotion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1141,Been a loyal customer for 9 years. Robot Vacuum X quality never disappoints.,feedback_positive,positive,low,0.894,phone,pt,13,13.6,True,5.0,be a loyal customer for 9 year robot vacuum x quality never disappoint,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.6467}",0.6467,Positive
MSG-1142,I need an invoice for my Smart Thermostat purchase of $72.00.,request,neutral,medium,0.829,social_media,de,11,56.2,True,4.0,I need an invoice for my smart thermostat purchase of 7200,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,Positive
MSG-1143,Is the Robot Vacuum X available in Rose Gold?,inquiry,neutral,low,0.819,live_chat,en,9,33.5,False,,be the robot vacuum x available in rose gold,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1144,I've been waiting 39 days for my FitBand Ultra and it still hasn't arrived.,complaint,negative,high,0.813,in_app,es,14,60.3,True,1.0,I ve be wait 39 day for my fitband ultra and it still have not arrive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1145,Absolutely love my new TabletX 12! Best purchase I've made in 55 months.,feedback_positive,positive,low,0.793,live_chat,en,13,29.5,True,4.0,absolutely love my new tabletx 12 good purchase I ve make in 55 month,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.8746}",0.8746,Positive
MSG-1146,I ordered a Portable Monitor in Ocean Blue but received it in the wrong color.,complaint,negative,medium,0.912,in_app,en,15,51.1,True,3.0,I order a portable monitor in ocean blue but receive it in the wrong color,"{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.631}",-0.631,Negative
MSG-1147,I want to upgrade my LaptopAir M3 to the premium version.,request,neutral,high,0.722,in_app,en,11,72.0,True,4.0,I want to upgrade my laptopair m3 to the premium version,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}",0.0772,Positive
MSG-1148,Your TechCare Plus team was incredibly helpful with my LaptopAir M3 setup.,feedback_positive,positive,low,0.76,social_media,en,12,55.1,True,4.0,your techcare plus team be incredibly helpful with my laptopair m3 setup,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4754}",0.4754,Positive
MSG-1149,The VR Headset Plus overheats when running FitTrack AI for more than 47 minutes.,technical_issue,negative,high,0.825,phone,fr,14,2.6,True,2.0,the vr headset plus overheat when run fittrack ai for more than 47 minute,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1150,How do I track my VR Headset Plus order placed 33 days ago?,inquiry,neutral,low,0.746,live_chat,en,13,9.3,True,4.0,how do I track my vr headset plus order place 33 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1151,Your FitTrack AI team was incredibly helpful with my FitBand Ultra setup.,feedback_positive,positive,low,0.878,social_media,en,12,33.4,True,4.0,your fittrack ai team be incredibly helpful with my fitband ultra setup,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4754}",0.4754,Positive
MSG-1152,I'd like to cancel my GamePass Pro subscription effective immediately.,request,neutral,medium,0.863,email,fr,10,29.8,True,4.0,I d like to cancel my gamepass pro subscription effective immediately,"{'neg': 0.137, 'neu': 0.479, 'pos': 0.384, 'compound': 0.5574}",0.5574,Positive
MSG-1153,What payment methods do you accept for TabletX 12?,inquiry,neutral,medium,0.805,social_media,en,9,4.3,False,,what payment method do you accept for tabletx 12,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.3818}",0.3818,Positive
MSG-1154,Switched to your Smart Thermostat from a competitor and couldn't be happier.,feedback_positive,positive,low,0.891,in_app,fr,12,29.1,True,5.0,switch to your smart thermostat from a competitor and could not be happy,"{'neg': 0.192, 'neu': 0.622, 'pos': 0.187, 'compound': -0.0196}",-0.0196,Neutral
MSG-1155,I'd like to cancel my MusicStream subscription effective immediately.,request,neutral,medium,0.903,live_chat,en,9,45.2,True,4.0,I d like to cancel my musicstream subscription effective immediately,"{'neg': 0.147, 'neu': 0.441, 'pos': 0.412, 'compound': 0.5574}",0.5574,Positive
MSG-1156,The Sunset Orange HomeHub Speaker looks even better in person. Highly recommend.,feedback_positive,positive,low,0.976,email,en,12,32.9,True,5.0,the sunset orange homehub speaker look even well in person highly recommend,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.6901}",0.6901,Positive
MSG-1157,I need to change the shipping address for my PowerBank Titan order.,request,neutral,medium,0.916,live_chat,en,12,9.5,True,4.0,I need to change the shipping address for my powerbank titan order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1158,Your CloudSync has been down for 57 hours and I can't access my account.,complaint,negative,high,0.989,email,pt,14,47.7,True,1.0,your cloudsync have be down for 57 hour and I can not access my account,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1159,The quality of LaptopAir M3 has gone downhill. Very disappointed.,complaint,negative,high,0.834,email,en,10,7.4,True,3.0,the quality of laptopair m3 have go downhill very disappointed,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5256}",-0.5256,Negative
MSG-1160,Can't connect my TabletX 12 to WiFi after the latest firmware update.,technical_issue,negative,high,0.774,email,ar,12,14.5,True,3.0,can not connect my tabletx 12 to wifi after the late firmware update,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1161,What payment methods do you accept for E-Reader Glow?,inquiry,neutral,low,0.783,phone,es,9,1.0,True,3.0,what payment method do you accept for ereader glow,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.3818}",0.3818,Positive
MSG-1162,Bluetooth pairing fails between HomeHub Speaker and my other devices.,technical_issue,negative,critical,0.987,live_chat,ar,10,21.4,False,,bluetooth pair fail between homehub speaker and my other device,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
